x,y,iteration,src_group,dataset
-11.386783,-21.630999,T0,LLM,cmv
-23.985296,41.785233,T0,LLM,cmv
-75.01848,-37.890823,T0,LLM,cmv
13.519843,81.779144,T0,LLM,cmv
-36.60621,-32.886787,T0,LLM,cmv
104.87931,59.19363,T0,LLM,cmv
74.53041,57.229195,T0,LLM,cmv
-57.62593,-9.56134,T0,LLM,cmv
-88.298935,-38.021553,T0,LLM,cmv
1.3302889,9.486326,T0,LLM,cmv
-6.0887313,3.5322995,T0,LLM,cmv
-5.2465315,-13.299551,T0,LLM,cmv
-7.96719,-53.15697,T0,LLM,cmv
-18.46541,-18.0882,T0,LLM,cmv
-6.931224,-8.632511,T0,LLM,cmv
-24.845015,11.297326,T0,LLM,cmv
-21.178127,0.18381171,T0,LLM,cmv
-12.126678,-29.770386,T0,LLM,cmv
-40.435658,-39.169636,T0,LLM,cmv
21.813484,10.849906,T0,LLM,cmv
16.341646,77.50292,T0,LLM,cmv
-60.95876,-6.9077306,T0,LLM,cmv
-2.7582526,-19.723389,T0,LLM,cmv
-31.974997,-16.284672,T0,LLM,cmv
-88.38152,-39.37262,T0,LLM,cmv
58.205357,55.52161,T0,LLM,cmv
-89.951035,-24.672817,T0,LLM,cmv
-1.146194,41.360023,T0,LLM,cmv
-3.515572,-53.39988,T0,LLM,cmv
-17.544472,-21.504585,T0,LLM,cmv
55.760975,32.24559,T0,LLM,cmv
-50.20525,-5.4298034,T0,LLM,cmv
-88.71453,-44.269928,T0,LLM,cmv
-19.556025,-78.950645,T0,LLM,cmv
9.098847,-26.814045,T0,LLM,cmv
-78.49014,-36.37694,T0,LLM,cmv
-48.6738,-18.87147,T0,LLM,cmv
-41.57819,-44.51028,T0,LLM,cmv
-55.484142,-34.72055,T0,LLM,cmv
63.89654,44.861084,T0,LLM,cmv
10.721907,-16.271097,T0,LLM,cmv
-39.566864,-29.672562,T0,LLM,cmv
1.4006847,1.0858959,T0,LLM,cmv
-19.525919,-11.183904,T0,LLM,cmv
-34.828377,-35.582058,T0,LLM,cmv
34.397144,14.419483,T0,LLM,cmv
-26.102169,-42.474903,T0,LLM,cmv
-46.56397,-51.123936,T0,LLM,cmv
-78.78541,-60.80613,T0,LLM,cmv
-25.272488,-44.390614,T0,LLM,cmv
62.972515,35.617382,T0,LLM,cmv
39.0683,52.91513,T0,LLM,cmv
-94.273766,-34.658394,T0,LLM,cmv
-15.042813,-30.914345,T0,LLM,cmv
-23.44131,-10.043604,T0,LLM,cmv
-18.961359,-23.840588,T0,LLM,cmv
-45.388153,-34.083805,T0,LLM,cmv
4.371785,26.227304,T0,LLM,cmv
-16.27911,11.886643,T0,LLM,cmv
-31.37368,-58.79792,T0,LLM,cmv
9.322604,91.45592,T0,LLM,cmv
-81.394066,-26.41727,T0,LLM,cmv
7.1438575,86.92011,T0,LLM,cmv
-107.05794,-31.131464,T0,LLM,cmv
-0.98335004,-25.533697,T0,LLM,cmv
-17.951496,-16.35446,T0,LLM,cmv
-73.10265,-53.55256,T0,LLM,cmv
-18.971382,-26.65697,T0,LLM,cmv
14.025094,-3.6118906,T0,LLM,cmv
-40.707783,-36.731304,T0,LLM,cmv
-1.7402667,-38.012383,T0,LLM,cmv
-11.118555,-42.127056,T0,LLM,cmv
-47.72614,-50.184,T0,LLM,cmv
-12.631478,-11.338752,T0,LLM,cmv
-52.65371,-38.005547,T0,LLM,cmv
-35.67544,-28.888033,T0,LLM,cmv
8.907571,91.83556,T0,LLM,cmv
-58.482517,-2.213452,T0,LLM,cmv
59.927773,-1.3142339,T0,LLM,cmv
47.53892,-27.626783,T0,LLM,cmv
-30.76264,28.546877,T0,LLM,cmv
-44.1625,-29.899088,T0,LLM,cmv
-78.7661,-56.314274,T0,LLM,cmv
31.180733,5.0546865,T0,LLM,cmv
-51.88996,-28.655436,T0,LLM,cmv
12.351672,-37.619534,T0,LLM,cmv
54.721516,37.13726,T0,LLM,cmv
-57.138638,-23.710941,T0,LLM,cmv
2.4312363,-26.129715,T0,LLM,cmv
-75.42682,-52.9757,T0,LLM,cmv
-9.425665,-26.680328,T0,LLM,cmv
56.078213,36.878605,T0,LLM,cmv
-76.70866,-56.814384,T0,LLM,cmv
2.2156768,-59.505436,T0,LLM,cmv
-34.716736,-24.768007,T0,LLM,cmv
16.549574,29.99296,T0,LLM,cmv
2.460659,-33.119827,T0,LLM,cmv
67.53509,52.349693,T0,LLM,cmv
-23.720243,-20.635004,T0,LLM,cmv
-18.782509,8.737241,T0,LLM,cmv
-77.067795,-38.13507,T0,LLM,cmv
-27.660574,-24.860987,T0,LLM,cmv
-19.20523,11.676593,T0,LLM,cmv
-78.5977,-100.32443,T0,LLM,cmv
-46.59523,-1.37389,T0,LLM,cmv
26.619188,7.134046,T0,LLM,cmv
13.1851635,-37.019314,T0,LLM,cmv
-20.314814,-14.018441,T0,LLM,cmv
-7.5958943,-0.9827303,T0,LLM,cmv
9.583944,-3.6994808,T0,LLM,cmv
-23.321417,-47.761196,T0,LLM,cmv
-15.764312,15.114239,T0,LLM,cmv
-16.48885,-40.694214,T0,LLM,cmv
-76.156296,-55.722805,T0,LLM,cmv
38.768814,24.366499,T0,LLM,cmv
-16.251463,-47.6552,T0,LLM,cmv
-71.652405,-57.700073,T0,LLM,cmv
-53.644783,24.468582,T0,LLM,cmv
4.5038495,-1.7454852,T0,LLM,cmv
-37.908154,-21.161816,T0,LLM,cmv
-21.129173,38.449707,T0,LLM,cmv
-19.224737,-93.46496,T0,LLM,cmv
-9.394784,-20.59162,T0,LLM,cmv
-37.823265,-35.96691,T0,LLM,cmv
-87.578445,-36.303936,T0,LLM,cmv
-81.11244,-39.368187,T0,LLM,cmv
-79.43419,75.307846,T0,LLM,cmv
60.193737,106.73047,T0,LLM,cmv
63.276722,39.51319,T0,LLM,cmv
-2.9178941,-22.292652,T0,LLM,cmv
-20.7286,-30.020567,T0,LLM,cmv
-79.373276,-52.910133,T0,LLM,cmv
-6.9012346,12.678815,T0,LLM,cmv
-22.831059,-25.428257,T0,LLM,cmv
-27.340996,31.856882,T0,LLM,cmv
-21.475878,-20.931944,T0,LLM,cmv
-49.12596,27.764906,T0,LLM,cmv
11.1826725,-20.467056,T0,LLM,cmv
-23.067568,-13.699812,T0,LLM,cmv
-76.15335,-22.819862,T0,LLM,cmv
-90.287,-65.53584,T0,LLM,cmv
21.16658,4.9445357,T0,LLM,cmv
19.448875,-25.101482,T0,LLM,cmv
-12.260753,-32.569263,T0,LLM,cmv
89.04935,49.63884,T0,LLM,cmv
-16.864828,1.4420168,T0,LLM,cmv
-16.665504,-13.111012,T0,LLM,cmv
-6.751849,-21.310442,T0,LLM,cmv
18.95828,6.9813514,T0,LLM,cmv
0.65869015,-25.916693,T0,LLM,cmv
23.91202,23.426851,T0,LLM,cmv
32.15307,12.015553,T0,LLM,cmv
-81.69374,-44.30723,T0,LLM,cmv
-6.398117,0.4554909,T0,LLM,cmv
-48.578697,-33.760605,T0,LLM,cmv
-16.37106,-31.329842,T0,LLM,cmv
-97.89324,-26.792322,T0,LLM,cmv
45.626057,17.237335,T0,LLM,cmv
4.9222083,-38.065945,T0,LLM,cmv
-84.94297,-34.096912,T0,LLM,cmv
-56.449482,-41.343853,T0,LLM,cmv
-54.404903,-19.563475,T0,LLM,cmv
-57.978146,-31.39357,T0,LLM,cmv
-30.183104,-3.3064868,T0,LLM,cmv
30.396212,11.31188,T0,LLM,cmv
-20.243782,-1.7828488,T0,LLM,cmv
4.808397,-41.095757,T0,LLM,cmv
8.1788435,1.0928863,T0,LLM,cmv
-90.202286,-38.89183,T0,LLM,cmv
-93.65232,-19.683334,T0,LLM,cmv
3.1153805,-34.952633,T0,LLM,cmv
-17.01041,-16.462612,T0,LLM,cmv
-2.1424506,-32.146008,T0,LLM,cmv
75.586075,-70.370865,T0,LLM,cmv
-52.681248,-14.679925,T0,LLM,cmv
-126.3663,-24.95228,T0,LLM,cmv
-25.900688,-0.9953364,T0,LLM,cmv
-78.41152,-45.2668,T0,LLM,cmv
-8.984785,2.300678,T0,LLM,cmv
-29.069212,-16.55191,T0,LLM,cmv
7.513845,86.89599,T0,LLM,cmv
-25.980827,-25.046112,T0,LLM,cmv
78.54727,60.12515,T0,LLM,cmv
-26.510582,-23.913132,T0,LLM,cmv
11.592528,19.98944,T0,LLM,cmv
59.475266,0.94480246,T0,LLM,cmv
-23.823534,-0.38182846,T0,LLM,cmv
-85.04568,1.0860169,T0,LLM,cmv
14.7629385,1.2884971,T0,LLM,cmv
-37.227303,-31.38689,T0,LLM,cmv
75.85352,53.357246,T0,LLM,cmv
-8.656629,21.291422,T0,LLM,cmv
-16.039194,-96.94082,T0,LLM,cmv
-26.916214,-23.614641,T0,LLM,cmv
-30.230898,-22.756742,T0,LLM,cmv
-54.907173,-28.753487,T0,LLM,cmv
-73.60557,-48.203484,T0,LLM,cmv
-81.36815,-30.666063,T0,LLM,cmv
10.388299,85.679375,T0,LLM,cmv
-56.8105,37.442173,T0,LLM,cmv
-85.52295,-45.08356,T0,LLM,cmv
-33.621025,28.14886,T0,LLM,cmv
15.149393,-1.3350928,T0,LLM,cmv
-36.63296,-16.964926,T0,LLM,cmv
16.875359,-46.055363,T0,LLM,cmv
-51.286503,-31.543802,T0,LLM,cmv
-7.4581256,35.960777,T0,LLM,cmv
-1.2474002,-34.327286,T0,LLM,cmv
-1.4911933,43.022808,T0,LLM,cmv
19.37088,12.301226,T0,LLM,cmv
-90.150505,-33.51482,T0,LLM,cmv
-4.6930156,14.4999695,T0,LLM,cmv
-12.585826,-23.53794,T0,LLM,cmv
-19.823837,-25.984974,T0,LLM,cmv
-19.929491,-41.95344,T0,LLM,cmv
-17.124777,-8.44527,T0,LLM,cmv
-17.201439,-38.712547,T0,LLM,cmv
-4.935195,-26.73487,T0,LLM,cmv
-82.68925,-28.381552,T0,LLM,cmv
-28.77246,-33.4429,T0,LLM,cmv
55.36708,56.34931,T0,LLM,cmv
0.15867722,-43.67776,T0,LLM,cmv
-76.39636,-56.338356,T0,LLM,cmv
-92.1449,-31.27674,T0,LLM,cmv
-15.334057,8.421095,T0,LLM,cmv
-13.972915,-20.783272,T0,LLM,cmv
-75.037895,-37.62121,T0,LLM,cmv
-31.216019,-32.208775,T0,LLM,cmv
-15.983089,-21.458218,T0,LLM,cmv
-58.639523,-8.663666,T0,LLM,cmv
-89.48234,-41.158836,T0,LLM,cmv
1.5101886,9.715839,T0,LLM,cmv
-5.3185368,3.7712939,T0,LLM,cmv
4.3558893,-2.9954622,T0,LLM,cmv
8.528191,-37.774662,T0,LLM,cmv
-6.956191,-52.463806,T0,LLM,cmv
-18.068396,-19.012802,T0,LLM,cmv
-8.057921,-7.7324023,T0,LLM,cmv
-28.230553,-20.042683,T0,LLM,cmv
-24.68115,11.45014,T0,LLM,cmv
-22.96834,0.19845971,T0,LLM,cmv
-11.689663,-30.172495,T0,LLM,cmv
-40.451736,-38.89823,T0,LLM,cmv
21.813541,10.853644,T0,LLM,cmv
2.55869,-19.956064,T0,LLM,cmv
15.951895,77.69678,T0,LLM,cmv
-81.89237,-43.0985,T0,LLM,cmv
-0.40293902,-21.962677,T0,LLM,cmv
-80.447975,-48.998795,T0,LLM,cmv
-26.98874,8.038478,T0,LLM,cmv
-86.85217,-27.052584,T0,LLM,cmv
-3.9898434,-52.521526,T0,LLM,cmv
-17.797543,-18.712074,T0,LLM,cmv
53.703823,33.275818,T0,LLM,cmv
0.012156819,-59.109146,T0,LLM,cmv
-89.09491,-43.51543,T0,LLM,cmv
-19.627653,-79.236496,T0,LLM,cmv
-22.959005,-3.1669292,T0,LLM,cmv
-49.68506,-19.190748,T0,LLM,cmv
-41.4408,-44.413517,T0,LLM,cmv
-54.792652,-35.92851,T0,LLM,cmv
63.976254,45.14107,T0,LLM,cmv
10.010385,-16.84068,T0,LLM,cmv
-39.684525,-29.676378,T0,LLM,cmv
-0.83355004,0.710562,T0,LLM,cmv
-35.22015,-35.868763,T0,LLM,cmv
-46.149532,-49.643578,T0,LLM,cmv
-41.485573,-59.01662,T0,LLM,cmv
62.782352,36.774414,T0,LLM,cmv
-81.01692,-44.403465,T0,LLM,cmv
-43.209785,-36.797382,T0,LLM,cmv
-8.648619,-28.295631,T0,LLM,cmv
-22.26271,-8.754677,T0,LLM,cmv
-19.62546,-23.993889,T0,LLM,cmv
-16.898172,10.433226,T0,LLM,cmv
-31.61322,-58.382923,T0,LLM,cmv
-81.569855,-25.4673,T0,LLM,cmv
5.2496376,27.929012,T0,LLM,cmv
-32.069954,-44.018425,T0,LLM,cmv
-5.7375484,-28.301155,T0,LLM,cmv
-19.266642,-16.266188,T0,LLM,cmv
-19.670622,-26.097479,T0,LLM,cmv
-20.983826,-17.462864,T0,LLM,cmv
47.343468,-14.251564,T0,LLM,cmv
-40.35864,-36.360146,T0,LLM,cmv
-11.575408,-41.92079,T0,LLM,cmv
-46.10541,-50.357666,T0,LLM,cmv
-14.389561,-9.349924,T0,LLM,cmv
-44.49768,-49.69638,T0,LLM,cmv
-63.475586,-1.5697787,T0,LLM,cmv
59.677,-0.78150743,T0,LLM,cmv
73.547646,-38.605247,T0,LLM,cmv
-31.235218,29.810434,T0,LLM,cmv
-46.43889,-30.97407,T0,LLM,cmv
30.537937,5.3528295,T0,LLM,cmv
-8.31114,-43.31114,T0,LLM,cmv
54.518875,37.013054,T0,LLM,cmv
19.935982,-93.322334,T0,LLM,cmv
-42.026882,-42.47228,T0,LLM,cmv
-9.610888,-26.600834,T0,LLM,cmv
57.65632,36.19325,T0,LLM,cmv
-76.27036,-57.194008,T0,LLM,cmv
-89.69065,-45.094208,T0,LLM,cmv
-34.791637,-24.41637,T0,LLM,cmv
4.0896487,-31.491636,T0,LLM,cmv
-18.693724,9.323687,T0,LLM,cmv
11.86173,-32.594307,T0,LLM,cmv
-77.06376,-38.84183,T0,LLM,cmv
-27.624119,-24.759956,T0,LLM,cmv
-19.840736,12.499012,T0,LLM,cmv
-78.45403,-100.04193,T0,LLM,cmv
-40.57815,-6.0897703,T0,LLM,cmv
25.038334,6.709933,T0,LLM,cmv
13.0488,-37.9544,T0,LLM,cmv
50.176,47.546497,T0,LLM,cmv
-7.31514,-0.57451314,T0,LLM,cmv
7.855747,-3.0311003,T0,LLM,cmv
6.8881316,-36.637905,T0,LLM,cmv
-17.692585,17.268314,T0,LLM,cmv
-17.321222,-40.352047,T0,LLM,cmv
-77.14679,-54.147068,T0,LLM,cmv
-16.428968,-46.46806,T0,LLM,cmv
-75.75796,-48.650913,T0,LLM,cmv
-52.42186,-40.933746,T0,LLM,cmv
14.775643,82.28855,T0,LLM,cmv
24.95466,-17.500078,T0,LLM,cmv
4.1739893,-28.668201,T0,LLM,cmv
-21.007929,37.432236,T0,LLM,cmv
-9.075434,-20.941315,T0,LLM,cmv
-87.83894,-36.786194,T0,LLM,cmv
9.467841,-1.8435535,T0,LLM,cmv
-79.905495,76.25744,T0,LLM,cmv
63.347797,40.188408,T0,LLM,cmv
-21.215946,-30.315136,T0,LLM,cmv
-7.3244205,12.890329,T0,LLM,cmv
-23.164953,-24.544502,T0,LLM,cmv
-27.087523,32.004105,T0,LLM,cmv
1.5289406,-35.230854,T0,LLM,cmv
8.923105,-23.742254,T0,LLM,cmv
-23.004429,-13.636307,T0,LLM,cmv
-61.76486,-38.754333,T0,LLM,cmv
20.909653,4.5951343,T0,LLM,cmv
19.939255,-24.366255,T0,LLM,cmv
89.01923,50.964733,T0,LLM,cmv
-17.000431,1.656794,T0,LLM,cmv
-16.426617,-13.791659,T0,LLM,cmv
-24.131876,-71.66059,T0,LLM,cmv
19.85205,6.746755,T0,LLM,cmv
-7.780651,-33.77215,T0,LLM,cmv
5.0872283,4.770113,T0,LLM,cmv
-45.02211,-49.567467,T0,LLM,cmv
-48.76329,-33.469208,T0,LLM,cmv
-20.17973,-19.563982,T0,LLM,cmv
-98.23497,-26.6521,T0,LLM,cmv
-23.563757,-26.705397,T0,LLM,cmv
4.008815,-36.905735,T0,LLM,cmv
-41.433758,-55.500977,T0,LLM,cmv
-83.61758,-30.765814,T0,LLM,cmv
-29.262854,-30.97256,T0,LLM,cmv
-54.629635,-19.177082,T0,LLM,cmv
-58.26894,-34.12721,T0,LLM,cmv
-30.278982,-3.3835235,T0,LLM,cmv
14.052802,88.84189,T0,LLM,cmv
-25.751524,1.3491803,T0,LLM,cmv
-100.600876,-59.968086,T0,LLM,cmv
-90.81396,-38.4079,T0,LLM,cmv
2.261308,-35.24352,T0,LLM,cmv
-16.356411,-34.724968,T0,LLM,cmv
85.14027,30.653643,T0,LLM,cmv
-26.659666,-15.393533,T0,LLM,cmv
-126.364685,-24.931124,T0,LLM,cmv
-25.98764,-1.0344808,T0,LLM,cmv
1.1924517,30.277082,T0,LLM,cmv
-28.848465,7.282447,T0,LLM,cmv
-29.813496,-16.332632,T0,LLM,cmv
10.826836,87.12148,T0,LLM,cmv
-14.551164,-41.70126,T0,LLM,cmv
-23.521921,-28.62613,T0,LLM,cmv
11.807135,20.17428,T0,LLM,cmv
59.860283,0.36189917,T0,LLM,cmv
-24.04921,-1.3861296,T0,LLM,cmv
-29.38194,-24.850101,T0,Human,cmv
76.849304,54.238506,T0,Human,cmv
-37.06258,-34.518208,T0,Human,cmv
-16.047018,-96.95504,T0,Human,cmv
-1.7291077,-27.060158,T0,Human,cmv
-28.598618,-24.027626,T0,Human,cmv
-48.844982,14.497604,T0,Human,cmv
-15.80225,-25.53087,T0,Human,cmv
-54.955097,-28.743187,T0,Human,cmv
-44.39806,-46.750534,T0,Human,cmv
-81.31455,-31.590193,T0,Human,cmv
10.149035,85.8596,T0,Human,cmv
-55.789986,37.010036,T0,Human,cmv
81.5063,48.331738,T0,Human,cmv
-76.61112,-53.97264,T0,Human,cmv
-18.139282,-3.9332888,T0,Human,cmv
15.225546,-1.5460517,T0,Human,cmv
-37.418335,-17.642344,T0,Human,cmv
-83.10345,-37.645542,T0,Human,cmv
-51.37073,-31.217716,T0,Human,cmv
-29.9186,-17.344757,T0,Human,cmv
-7.29794,35.21275,T0,Human,cmv
1.4295689,-35.97625,T0,Human,cmv
-3.1909285,-21.151722,T0,Human,cmv
-1.3687931,43.426884,T0,Human,cmv
18.16934,11.90068,T0,Human,cmv
-90.2165,-33.452095,T0,Human,cmv
-4.6270537,14.400406,T0,Human,cmv
56.531876,35.116577,T0,Human,cmv
-12.545495,-23.671774,T0,Human,cmv
-21.215143,-24.493238,T0,Human,cmv
-83.058586,-25.739822,T0,Human,cmv
-20.162325,-42.380245,T0,Human,cmv
-16.929377,-8.550381,T0,Human,cmv
-17.740421,-38.73687,T0,Human,cmv
-3.8735144,-25.667336,T0,Human,cmv
-80.178,-30.257496,T0,Human,cmv
-29.91563,-32.64795,T0,Human,cmv
55.341187,56.12825,T0,Human,cmv
-41.48137,-53.08907,T0,Human,cmv
-75.2778,-55.537884,T0,Human,cmv
-93.10881,-30.344639,T0,Human,cmv
-12.754263,-34.202023,T0,Human,cmv
-15.079864,8.132752,T0,Human,cmv
-14.6043215,-20.071898,T0,Human,cmv
22.721285,-27.188942,T0,Human,cmv
-70.193146,-32.66876,T0,Human,cmv
-22.17154,-29.122223,T0,Human,cmv
-7.8947606,-23.844357,T0,Human,cmv
-17.555552,-17.875378,T0,Human,cmv
-20.119528,15.412747,T0,Human,cmv
-41.456776,-29.094063,T0,Human,cmv
13.073683,82.551186,T0,Human,cmv
-32.299835,-30.438148,T0,Human,cmv
104.2189,59.280315,T0,Human,cmv
-15.976688,-38.464375,T0,Human,cmv
-58.51514,-9.515538,T0,Human,cmv
-90.04631,-39.844334,T0,Human,cmv
1.5473487,9.589957,T0,Human,cmv
-6.077057,3.3486657,T0,Human,cmv
4.264063,-3.321957,T0,Human,cmv
-0.6799189,-33.730854,T0,Human,cmv
-8.302079,-53.017143,T0,Human,cmv
-18.35464,-18.760788,T0,Human,cmv
13.87124,83.01731,T0,Human,cmv
-28.243116,-22.83099,T0,Human,cmv
-24.881517,11.253676,T0,Human,cmv
-21.142859,-0.07834933,T0,Human,cmv
-11.210039,-30.560043,T0,Human,cmv
-40.516823,-38.514126,T0,Human,cmv
21.818495,10.843938,T0,Human,cmv
-4.5879297,6.2527375,T0,Human,cmv
15.8231735,77.79728,T0,Human,cmv
-82.514305,-38.26722,T0,Human,cmv
-21.61472,-43.487022,T0,Human,cmv
-0.3173308,-27.658241,T0,Human,cmv
-32.314957,-16.234491,T0,Human,cmv
-74.45158,-51.71922,T0,Human,cmv
-26.175158,7.613059,T0,Human,cmv
59.522003,55.63839,T0,Human,cmv
-87.05106,-27.622465,T0,Human,cmv
-1.2373462,41.698612,T0,Human,cmv
-4.4117627,-51.904343,T0,Human,cmv
-18.541374,-20.805513,T0,Human,cmv
54.65692,33.309196,T0,Human,cmv
-3.6382718,-19.408482,T0,Human,cmv
-88.86933,-44.203552,T0,Human,cmv
-22.58778,-80.81831,T0,Human,cmv
-23.297522,-2.9669435,T0,Human,cmv
-78.30628,-36.76099,T0,Human,cmv
-47.860554,-19.723164,T0,Human,cmv
-41.27768,-44.31146,T0,Human,cmv
-54.64935,-35.743507,T0,Human,cmv
62.975067,45.917065,T0,Human,cmv
10.475834,-16.476366,T0,Human,cmv
-39.75996,-29.760862,T0,Human,cmv
0.5983903,-0.15512899,T0,Human,cmv
-19.523378,-11.185976,T0,Human,cmv
-35.60735,-35.44038,T0,Human,cmv
-14.784236,-36.041855,T0,Human,cmv
-46.69547,-49.212063,T0,Human,cmv
-74.03978,-43.67128,T0,Human,cmv
-46.98141,-57.859234,T0,Human,cmv
-82.98911,-32.484844,T0,Human,cmv
-26.038229,-42.451138,T0,Human,cmv
62.891502,36.802784,T0,Human,cmv
-80.437675,-54.315697,T0,Human,cmv
-43.04892,-37.596943,T0,Human,cmv
-15.349002,-31.024866,T0,Human,cmv
-51.13768,-47.555912,T0,Human,cmv
-19.825937,-22.565434,T0,Human,cmv
72.67214,50.466736,T0,Human,cmv
4.195672,29.648142,T0,Human,cmv
-16.395264,11.633759,T0,Human,cmv
-31.52867,-59.10083,T0,Human,cmv
9.436507,91.39472,T0,Human,cmv
-81.18288,-26.233253,T0,Human,cmv
4.9967933,29.473913,T0,Human,cmv
-32.310684,-45.53504,T0,Human,cmv
-19.990568,-30.826668,T0,Human,cmv
-19.848572,-16.58605,T0,Human,cmv
-78.426445,-55.028034,T0,Human,cmv
-30.740866,-32.76629,T0,Human,cmv
-23.604807,-16.871542,T0,Human,cmv
48.223797,-14.765291,T0,Human,cmv
-40.447433,-36.455376,T0,Human,cmv
-0.6610955,-37.978962,T0,Human,cmv
-12.478549,-42.523083,T0,Human,cmv
-48.082066,-49.828815,T0,Human,cmv
-13.840853,-10.600779,T0,Human,cmv
-51.839573,-39.188587,T0,Human,cmv
-24.955153,-23.411674,T0,Human,cmv
9.087875,92.589615,T0,Human,cmv
-58.120396,-2.8580167,T0,Human,cmv
59.6369,0.03874204,T0,Human,cmv
88.72373,54.28773,T0,Human,cmv
-30.662292,30.438242,T0,Human,cmv
-45.37218,-30.263178,T0,Human,cmv
-73.81092,-52.221382,T0,Human,cmv
-21.734348,-26.55993,T0,Human,cmv
30.043043,5.2033916,T0,Human,cmv
-52.001583,-29.01923,T0,Human,cmv
-16.347061,-19.664068,T0,Human,cmv
56.112396,35.600452,T0,Human,cmv
-79.0346,-44.236637,T0,Human,cmv
-18.023678,-43.368572,T0,Human,cmv
-41.26645,-42.187286,T0,Human,cmv
-78.07846,-52.36577,T0,Human,cmv
-9.968319,-25.409796,T0,Human,cmv
56.355206,35.19605,T0,Human,cmv
-75.86235,-57.060066,T0,Human,cmv
-89.55141,-44.978683,T0,Human,cmv
-34.535046,-24.821379,T0,Human,cmv
-18.936234,-35.612556,T0,Human,cmv
68.419685,51.896114,T0,Human,cmv
-24.427137,-20.51296,T0,Human,cmv
-18.891384,9.027142,T0,Human,cmv
22.484507,-23.614738,T0,Human,cmv
-77.08395,-38.862858,T0,Human,cmv
-28.236818,-24.197638,T0,Human,cmv
-19.897772,10.965797,T0,Human,cmv
-78.77546,-100.31194,T0,Human,cmv
-29.745161,-4.5314455,T0,Human,cmv
26.440298,7.0065794,T0,Human,cmv
13.90137,-37.00521,T0,Human,cmv
50.035046,47.370567,T0,Human,cmv
-10.159687,-0.80059934,T0,Human,cmv
10.692426,-5.7158546,T0,Human,cmv
-23.488993,-43.471615,T0,Human,cmv
-17.372362,16.806133,T0,Human,cmv
-17.522621,-40.340122,T0,Human,cmv
-76.07045,-54.06127,T0,Human,cmv
-1.344132,-27.204243,T0,Human,cmv
-16.51783,-46.519295,T0,Human,cmv
-76.79693,-50.514393,T0,Human,cmv
-52.31879,-41.541763,T0,Human,cmv
14.855966,82.82445,T0,Human,cmv
24.175953,-19.382908,T0,Human,cmv
-53.313774,-20.390274,T0,Human,cmv
-21.406773,38.207073,T0,Human,cmv
-18.85798,-92.62594,T0,Human,cmv
-9.276522,-20.276747,T0,Human,cmv
-37.148502,-33.746895,T0,Human,cmv
-87.98622,-36.46018,T0,Human,cmv
-80.820625,-41.819416,T0,Human,cmv
2.4828475,-4.170384,T0,Human,cmv
-2.8889768,7.765227,T0,Human,cmv
60.199986,106.753174,T0,Human,cmv
63.342705,39.980118,T0,Human,cmv
-0.97893524,-24.469051,T0,Human,cmv
-22.467474,-30.397158,T0,Human,cmv
-6.776799,12.896179,T0,Human,cmv
-21.34861,-23.885305,T0,Human,cmv
-27.66014,31.607168,T0,Human,cmv
-21.506445,-38.926655,T0,Human,cmv
-34.838436,30.33947,T0,Human,cmv
8.300245,-24.30891,T0,Human,cmv
